newassoc.c_personid	biog_main.c_name_chn	assoc_codes.c_assoc_desc_chn	newassoc.perid	newassoc.c_name_chn	newassoc.c_assoc_year	newassoc.c_notes	newassoc.c_text_title
34891	釋道潛	友	3043	秦觀		能文章 尤喜為詩 與蘇軾、秦觀深相契 軾稱其詩無一點蔬筍氣 軾在黃州時	能文章 尤喜為詩 與蘇軾、秦觀深相契 軾稱其詩無一點蔬筍氣 軾在黃州時
35006	左緯	友	3244	周行己	1124		[n/a]
35006	左緯	友	8061	許景衡	1124		[n/a]
35225	龔潗	友	42616	周方叔			[n/a]
37641	王彥和	友	27710	楊冠卿		年八十餘 貧且病 楊冠卿為作疏丐于朋從 以濟其艱	年八十餘 貧且病 楊冠卿為作疏丐于朋從 以濟其艱
37757	丁堯	友	10049	蔡元定	0		[n/a]
37774	丁中	友	10084	吳澄	0		[n/a]
37774	丁中	友	25776	徐鹿卿	0		[n/a]
37783	丁錟	友	3632	陸九淵	0		[n/a]
37814	丁石	友	27757	戴復古	0		[n/a]
37824	王綽	友	10749	葉適	0		[n/a]
37899	王梠	友	3624	樓鑰	0		[n/a]
37899	王梠	友	21569	滕強恕	0		[n/a]
37899	王梠	友	25174	崔與之	0		[n/a]
37927	王珹	友	0	未詳		全元文第55冊 page: 611	0
37927	王珹	友	10729	何欽			[n/a]
37998	張畤	友	27733	方瑑	0		[n/a]
38092	王格	友	38097	陳軒	0		[n/a]
38092	王格	友	47469	陳軒		長汀人 家貧授徒 與陳軒厚 元豐間 軒來守郡	長汀人 家貧授徒 與陳軒厚 元豐間 軒來守郡
38096	方輗	友	10743	饒魯	0		[n/a]
38097	陳軒	友	38092	王格	0		[n/a]
38109	丘漸	友	40774	杜範		及範柄國，多所贊畫，欲援之仕，則不應。	及範柄國，多所贊畫，欲援之仕，則不應。
38113	王華甫	友	38557	王復	0		[n/a]
38152	王必成	友	3595	劉克莊	0		[n/a]
38188	于格	友	13893	馮時行	0		[n/a]
38239	周純	友	12047	王寀		少為浮屠 弱冠遊京師 王寀最與相親 坐累編管惠州	少為浮屠 弱冠遊京師 王寀最與相親 坐累編管惠州
38296	王公輔	友	405	折彥質	0		[n/a]
38365	王立之	友	3081	陳師道	0		[n/a]
38422	王琦	友	15072	楊簡	0		[n/a]
38422	王琦	友	15072	楊簡		樂平人 為學官 楊簡稱為直友	樂平人 為學官 楊簡稱為直友
38477	文道南	友	2040	姚鉉	0		[n/a]
38557	王復	友	38113	王華甫	0		[n/a]
38647	龔節亨	友	10703	呂本中		瀛州人 夬兄弟行 與呂本中善 論事每有卓見	瀛州人 夬兄弟行 與呂本中善 論事每有卓見
38734	陳叔易	友	21595	田亙			[n/a]
38735	崔德符	友	21595	田亙			[n/a]
38789	田腴	友	20983	李潛	0		[n/a]
38907	申顏	友	15703	侯可	0		[n/a]
39042	稅與權	友	39041	史子翬	0		[n/a]
39075	饒竦	友	1762	王安石	0		[n/a]
39143	白子儀	友	3279	范鎮	0	與范鎮友善，東齋紀事多引其說。	與范鎮友善，東齋紀事多引其說。
39282	丘義	友	3257	朱熹	0		[n/a]
39304	江嗣	友	3257	朱熹	0		[n/a]
39381	朱沖	友	1649	蔡京		設藥市於平江 因以致富 蔡京自錢塘過吳 因交之 攜以歸	設藥市於平江 因以致富 蔡京自錢塘過吳 因交之 攜以歸
39653	伍維寅	友	10296	袁甫	0		[n/a]
39752	沈文彪	友	15072	楊簡	0		[n/a]
39752	沈文彪	友	15072	楊簡		鄞人 號清遐居士 楊簡講友 以奧學峻行 與簡為忘年交	鄞人 號清遐居士 楊簡講友 以奧學峻行 與簡為忘年交
39755	沈可亨	友	39757	車若水	0		[n/a]
39757	車若水	友	39755	沈可亨	0		[n/a]
39757	車若水	友	43040	胡常			[n/a]
39757	車若水	友	45591	曹淇			[n/a]
39998	汪紹	友	1313	呂廣問			[n/a]
40022	沈憑	友	8098	陸佃			[n/a]
40077	尹穀	友	41234	邢天榮			[n/a]
40079	汪深	友	21918	胡方平			[n/a]
40134	求仲弓	友	1762	王安石		與王安石為文字交	與王安石為文字交
40159	顧逄	友	43913	高常			[n/a]
40208	宋去非	友	7055	呂祖謙			[n/a]
40304	李中	友	901	孔平仲			[n/a]
40304	李中	友	3438	孔武仲			[n/a]
40304	李中	友	3439	孔文仲			[n/a]
40304	李中	友	7364	曾鞏			[n/a]
40401	釋贊元	友	1762	王安石			[n/a]
40401	釋贊元	友	7076	王安國			[n/a]
40455	杜夢冠	友	40457	李景平			[n/a]
40455	杜夢冠	友	40460	楊獻子			[n/a]
40455	杜夢冠	友	40462	黃義甫			[n/a]
40457	李景平	友	40455	杜夢冠			[n/a]
40460	楊獻子	友	40455	杜夢冠			[n/a]
40462	黃義甫	友	40455	杜夢冠			[n/a]
40506	杜漸	友	3967	王令			[n/a]
40722	李天才	友	26618	王烜			[n/a]
40736	李天與	友	42436	林仲嘉			[n/a]
40774	杜範	友	38109	丘漸		及範柄國，多所贊畫，欲援之仕，則不應。	及範柄國，多所贊畫，欲援之仕，則不應。
40774	杜範	友	51316	鄭大惠		黃巖人 能詩文 與杜範相友善 所著有飯牛集	黃巖人 能詩文 與杜範相友善 所著有飯牛集
40844	杜輿	友	12354	張耒			[n/a]
40893	李才甫	友	7111	黃庭堅			[n/a]
40910	杜驤	友	8051	韓維			[n/a]
40916	李芾	友	41680	吳雄飛			[n/a]
40922	李公佐	友	1384	歐陽修		李秀才東園亭記(歐陽文忠公集63/7下)	李秀才東園亭記(歐陽文忠公集63/7下)
41190	李彥先	友	41204	趙立		李彥先與趙立為兄弟交。	李彥先與趙立為兄弟交。
41204	趙立	友	41190	李彥先		李彥先與趙立為兄弟交。	李彥先與趙立為兄弟交。
41234	邢天榮	友	10813	歐陽逢泰			[n/a]
41234	邢天榮	友	40077	尹穀			[n/a]
41234	邢天榮	友	41237	董景舒			[n/a]
41237	董景舒	友	41234	邢天榮			[n/a]
41342	李道甫	友	3484	李之儀			[n/a]
41409	吳與	友	272	張商英		故人張天覺當國，或諷之使見。與曰：「平生與天覺語皆忠義，反呈身于進乎？」卒不往。	故人張天覺當國，或諷之使見。與曰：「平生與天覺語皆忠義，反呈身于進乎？」卒不往。
41428	吳圭	友	41430	程績			[n/a]
41436	吳潛	友	44717	秦九韶			[n/a]
41436	吳潛	友	52454	鞠巖		師事包揚 為陸九淵之學 與吳潛相友善 及潛當國 始得舉	師事包揚 為陸九淵之學 與吳潛相友善 及潛當國 始得舉
41501	楊子嘉	友	10289	袁燮			[n/a]
41507	吳範	友	3081	陳師道		範登其門 復因轍而見軾 遂交陳師道 又見知於楊傑 故得與于元祐文獻之傳	範登其門 復因轍而見軾 遂交陳師道 又見知於楊傑 故得與于元祐文獻之傳
41573	吳錡	友	29559	張世南		鄱陽張世南與定交，僅百日而卒。世南悲悼之，錄其一詩。	鄱陽張世南與定交，僅百日而卒。世南悲悼之，錄其一詩。
41609	吳楫	友	3257	朱熹			[n/a]
41609	吳楫	友	3552	李郁			[n/a]
41680	吳雄飛	友	40916	李芾			[n/a]
41689	吳士亨	友	41775	傅子雲			[n/a]
41726	吳執中	友	3718	邵雍			[n/a]
41764	吳大成	友	10884	陳俊卿			[n/a]
41764	吳大成	友	42522	林用中			[n/a]
41775	傅子雲	友	41689	吳士亨			[n/a]
41821	戈淵	友	24937	何中			[n/a]
41867	呂存中	友	10189	龔頤正			[n/a]
41917	余復	友	42251	林偉			[n/a]
41923	吳攀龍	友	3294	方逢辰			[n/a]
41923	吳攀龍	友	27826	何夢桂			[n/a]
42034	羅靖	友	1313	呂廣問			[n/a]
42034	羅靖	友	17921	呂和問			[n/a]
42037	羅竦	友	1313	呂廣問			[n/a]
42037	羅竦	友	17921	呂和問			[n/a]
42043	滕愷	友	4125	尹焞		婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第	婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第
42043	滕愷	友	17921	呂和問		婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第	婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第
42061	何宏中	友	10074	元好問			[n/a]
42102	宗度	友	22273	韋襄			[n/a]
42143	張圖南	友	30306	何藗			[n/a]
42219	林拾	友	3322	韓境			[n/a]
42219	林拾	友	10700	王佖			[n/a]
42219	林拾	友	10706	王柏		東嘉人 因事貶婺 友王柏、王佖叔姪	東嘉人 因事貶婺 友王柏、王佖叔姪
42234	何敏中	友	1360	梅執禮			[n/a]
42235	呂及之	友	13893	馮時行			[n/a]
42251	林偉	友	41917	余復			[n/a]
42251	林偉	友	42255	高頤			[n/a]
42255	高頤	友	42251	林偉			[n/a]
42323	呂逢時	友	13378	鄭獬			[n/a]
42350	林子充	友	3970	王伯起			[n/a]
42350	林子充	友	15296	鄭俠			[n/a]
42350	林子充	友	42436	林仲嘉			[n/a]
42355	孟程	友	13279	謝諤			[n/a]
42373	林彖	友	19086	任象先			[n/a]
42373	林彖	友	19087	任申先			[n/a]
42436	林仲嘉	友	15296	鄭俠			[n/a]
42436	林仲嘉	友	40736	李天與			[n/a]
42436	林仲嘉	友	42350	林子充			[n/a]
42436	林仲嘉	友	42449	林圖南			[n/a]
42436	林仲嘉	友	42450	王聖時			[n/a]
42449	林圖南	友	42436	林仲嘉			[n/a]
42450	王聖時	友	42436	林仲嘉			[n/a]
42518	胡天放	友	25229	林景熙			[n/a]
42522	林用中	友	41764	吳大成			[n/a]
42605	周文敏	友	504	周敦頤			[n/a]
42607	周圻	友	375	趙抃			[n/a]
42610	周抃	友	42630	江仲嘉			[n/a]
42616	周方叔	友	35225	龔潗			[n/a]
42630	江仲嘉	友	7007	程俱			[n/a]
42630	江仲嘉	友	42610	周抃			[n/a]
42733	周煥卿	友	12431	張九成			[n/a]
42773	周震一	友	27801	謝枋得			[n/a]
42968	洪撙	友	3257	朱熹			[n/a]
42974	陳鵬飛	友	20963	林松孫			[n/a]
43013	鮑俊德	友	3624	樓鑰		俊德少篤學 幾忘寒飢 與樓鑰友善 淳熙十年卒 年五十六	俊德少篤學 幾忘寒飢 與樓鑰友善 淳熙十年卒 年五十六
43020	謝雩	友	3624	樓鑰		雩講學務出于正 早受知于舅氏張闡 又與樓鑰相交好 著有正字韻類五卷 陳傅良為之序	雩講學務出于正 早受知于舅氏張闡 又與樓鑰相交好 著有正字韻類五卷 陳傅良為之序
43033	孫立節	友	7364	曾鞏			[n/a]
43040	胡常	友	39757	車若水			[n/a]
43063	湯烈	友	7055	呂祖謙			[n/a]
43090	張汝礪	友	3624	樓鑰			[n/a]
43107	周穎	友	375	趙抃			[n/a]
43194	施德操	友	12431	張九成			[n/a]
43194	施德操	友	43364	楊璿			[n/a]
43257	林師仲	友	7111	黃庭堅			[n/a]
43276	洪橓	友	15501	馬廷鸞			[n/a]
43318	胡景裕	友	8043	范仲淹		舊與高平范公之父相識京邑，范避地至潭，行裝垂罄，景裕亦困居，乃以千錢為贈，曰某雖貧，里中有所貸，公今流落途窮，少助行色。范謝其意而卻之。	舊與高平范公之父相識京邑，范避地至潭，行裝垂罄，景裕亦困居，乃以千錢為贈，曰某雖貧，里中有所貸，公今流落途窮，少助行色。范謝其意而卻之。
43364	楊璿	友	43194	施德操			[n/a]
43436	胡敬之	友	20765	歐陽守道			[n/a]
43454	胡見嵩	友	21180	方岳		與方岳為友，岳與陳司業書云：「習庵方以斯道化辟雍，而權衡天下士。凡士之好修者，以不得出其門下為羞。」	與方岳為友，岳與陳司業書云：「習庵方以斯道化辟雍，而權衡天下士。凡士之好修者，以不得出其門下為羞。」
43474	姜愚	友	22123	王陶			[n/a]
43527	林得遇	友	43538	陳沂			[n/a]
43538	陳沂	友	43527	林得遇			[n/a]
43538	陳沂	友	52410	謝升賢		號恕齋 仙遊人 與陳沂為友 端平二年進士 為滄光尉	號恕齋 仙遊人 與陳沂為友 端平二年進士 為滄光尉
43544	萬適	友	22273	韋襄			[n/a]
43545	張茂直	友	22273	韋襄			[n/a]
43588	范念德	友	3257	朱熹			[n/a]
43735	柯維翰	友	21180	方岳		興國人 鄉貢進士 與方岳相友善 贏糧于數百里以從師問學為事 而志不克就	興國人 鄉貢進士 與方岳相友善 贏糧于數百里以從師問學為事 而志不克就
43894	侯晉升	友	1493	蘇轍			[n/a]
43894	侯晉升	友	3767	蘇軾			[n/a]
43913	高常	友	40159	顧逄			[n/a]
43913	高常	友	43923	湯仲友			[n/a]
43913	高常	友	43927	陳瀧			[n/a]
43949	高荷	友	7111	黃庭堅		《跋高子勉詩》(《黃豫章集》26/16)。	《跋高子勉詩》(《黃豫章集》26/16)。
44012	段希元	友	628	富弼			[n/a]
44017	范中立	友	3640	陸游			[n/a]
44044	高紳	友	12236	徐鉉			[n/a]
44222	柳淇	友	1717	祖無擇			[n/a]
44222	柳淇	友	14074	章友直			[n/a]
44246	俞靖	友	11904	朱松			[n/a]
44337	祝士表	友	10258	真德秀			[n/a]
44338	秦綱	友	3595	劉克莊		有膽略 所為詩文多悲壯慷慨 與劉克莊善 克莊薦之於方信儒 與俱使北	有膽略 所為詩文多悲壯慷慨 與劉克莊善 克莊薦之於方信儒 與俱使北
44354	姚汝賢	友	15188	林大中			姚唐佐墓誌銘
44354	姚汝賢	友	27361	徐木			姚唐佐墓誌銘
44354	姚汝賢	友	43052	徐總			姚唐佐墓誌銘
44354	姚汝賢	友	47840	陳志同			姚唐佐墓誌銘
44354	姚汝賢	友	385588	林大任			姚唐佐墓誌銘
44354	姚汝賢	友	385589	樓城			姚唐佐墓誌銘
44354	姚汝賢	友	385590	夏師尹			姚唐佐墓誌銘
44359	張堯	友	30229	高懌			[n/a]
44359	張堯	友	44361	許勃			[n/a]
44361	許勃	友	30229	高懌			[n/a]
44361	許勃	友	44359	張堯			[n/a]
44397	馬大同	友	3257	朱熹			[n/a]
44423	柳瑾	友	30727	釋惠洪			[n/a]
44515	郎翥	友	3075	陳亮		郎翥遣子景明從陳亮遊。	郎翥遣子景明從陳亮遊。
44551	柳師聖(字)	友	902	孔延之			[n/a]
44627	姚嗣宗	友	46602	張元		華州人 與吳昊、姚嗣宗皆負氣倜儻 有縱橫才 欲共謁韓范	華州人 與吳昊、姚嗣宗皆負氣倜儻 有縱橫才 欲共謁韓范
44632	孫皜	友	10598	王十朋		開封人 南渡後家于會稽 與王十朋善 紹興十五年卒 年三十二	開封人 南渡後家于會稽 與王十朋善 紹興十五年卒 年三十二
44692	夏僎	友	46086	周升		龍游人 舉進士第 與夏僎、繆景仁為友 皆以明經教授 時號三俊	龍游人 舉進士第 與夏僎、繆景仁為友 皆以明經教授 時號三俊
44714	胡仔	友	44728	釋了宗			[n/a]
44717	秦九韶	友	41436	吳潛			[n/a]
44728	釋了宗	友	44714	胡仔			[n/a]
44747	凌堅	友	3075	陳亮		率母訓 以學行自見 陳亮患難中 堅每為之奔走	率母訓 以學行自見 陳亮患難中 堅每為之奔走
44852	晁公秉	友	13565	李昭玘			[n/a]
44896	夏侯旄	友	10703	呂本中		與呂本中為忘年交。	與呂本中為忘年交。
44956	孫鼛	友	1649	蔡京			[n/a]
45001	厲德輔	友	16659	孫介			[n/a]
45163	孫邦仁	友	3257	朱熹			[n/a]
45210	章君庭	友	7111	黃庭堅			[n/a]
45281	孫惟信	友	3595	劉克莊			[n/a]
45370	孫貫	友	17490	呂約			[n/a]
45370	孫貫	友	29868	徐碩			[n/a]
45370	孫貫	友	37834	方坦			[n/a]
45370	孫貫	友	45374	周擴			[n/a]
45370	孫貫	友	45377	盧任			[n/a]
45374	周擴	友	45370	孫貫			[n/a]
45377	盧任	友	45370	孫貫			[n/a]
45591	曹淇	友	18788	楊玨			[n/a]
45591	曹淇	友	39757	車若水			[n/a]
45591	曹淇	友	45592	陳天瑞			[n/a]
45592	陳天瑞	友	45591	曹淇			[n/a]
45619	釋梵隆	友	45620	曹申甫			[n/a]
45620	曹申甫	友	45619	釋梵隆			[n/a]
45671	曹晉伯	友	10258	真德秀			[n/a]
45879	王士元	友	33480	郭忠恕		士元尤精其藝 好讀書為儒者言 與國子博士郭忠恕為畫友 人物師周昉 山水師關仝	士元尤精其藝 好讀書為儒者言 與國子博士郭忠恕為畫友 人物師周昉 山水師關仝
46086	周升	友	44692	夏僎		龍游人 舉進士第 與夏僎、繆景仁為友 皆以明經教授 時號三俊	龍游人 舉進士第 與夏僎、繆景仁為友 皆以明經教授 時號三俊
46127	翁定	友	3595	劉克莊		建安人 工律詩 與劉克莊友 尤為真德秀所知 晚為洛學	建安人 工律詩 與劉克莊友 尤為真德秀所知 晚為洛學
46220	徐逸	友	3257	朱熹		自稱汝陽被褐公 天台人 少與朱熹為友	自稱汝陽被褐公 天台人 少與朱熹為友
46254	徐徽	友	7072	曾肇		抗疏致仕 自號獨山居士 與曾肇為文字交 嘗采集唐宋兩朝文為一編示肇 肇裒集之	抗疏致仕 自號獨山居士 與曾肇為文字交 嘗采集唐宋兩朝文為一編示肇 肇裒集之
46262	徐大正	友	3767	蘇軾		元祐中赴省試 過釣台題詩 蘇軾見之 遂與定交 嘗築室北山下	元祐中赴省試 過釣台題詩 蘇軾見之 遂與定交 嘗築室北山下
46271	徐元聘	友	3257	朱熹		號芸齋 朱熹友人 有田舍一區 旁治軒窗	號芸齋 朱熹友人 有田舍一區 旁治軒窗
46314	徐問真	友	1384	歐陽修		濰州人 有道術 與歐陽修善 一日求去甚力 修留之不可	濰州人 有道術 與歐陽修善 一日求去甚力 修留之不可
46491	郭杞	友	3624	樓鑰		為人剛峭 家無餘貲 與當時名士樓鑰、黃仁傑相友善 尤為楊萬里所知	為人剛峭 家無餘貲 與當時名士樓鑰、黃仁傑相友善 尤為楊萬里所知
46602	張元	友	44627	姚嗣宗		華州人 與吳昊、姚嗣宗皆負氣倜儻 有縱橫才 欲共謁韓范	華州人 與吳昊、姚嗣宗皆負氣倜儻 有縱橫才 欲共謁韓范
46635	張宏	友	26022	柴中行		從柴元裕學 明經飾行 少與柴中行為友 及禁伊洛之學 宏歸隱	從柴元裕學 明經飾行 少與柴中行為友 及禁伊洛之學 宏歸隱
46708	張紆	友	23969	方疇		後遊張俊之門 及紹興末 與方疇、張栻等又相會於永 栻感而記之	後遊張俊之門 及紹興末 與方疇、張栻等又相會於永 栻感而記之
46755	張荷	友	18360	宋澥		壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀	壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀
46755	張荷	友	21214	魏野		壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀	壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀
46755	張荷	友	49342	楊朴		壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀	壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀
46990	張千載	友	19123	文天祥		字毅甫 廬陵人 與文天祥友 天祥被執北行 千載寓天祥囚所近側	字毅甫 廬陵人 與文天祥友 天祥被執北行 千載寓天祥囚所近側
47130	張伯常	友	10296	袁甫		龍泉人 學於袁爕 與袁甫為友 甫稱其學醇行方 氣充識明	龍泉人 學於袁爕 與袁甫為友 甫稱其學醇行方 氣充識明
47469	陳軒	友	38092	王格		長汀人 家貧授徒 與陳軒厚 元豐間 軒來守郡	長汀人 家貧授徒 與陳軒厚 元豐間 軒來守郡
47707	陳大卞	友	333	章惇		治平四年進士 為威武軍僉判、知江寧縣 與章惇有舊 惇當國 屢招不往	治平四年進士 為威武軍僉判、知江寧縣 與章惇有舊 惇當國 屢招不往
47910	陳昭度	友	10612	林光朝		十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者	十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者
47910	陳昭度	友	11419	方翥		十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者	十餘年不調 自號西軒子 與林光朝、方翥友善 既而教授藤州 以致知謹獨教學者
48090	陸經	友	1384	歐陽修		坐謫流落 善真行書 歐陽修憐其貧 每與人作碑誌 必先約令經書之	坐謫流落 善真行書 歐陽修憐其貧 每與人作碑誌 必先約令經書之
48212	崔唐臣	友	8116	蘇頌		晉江人 與蘇頌、呂濬交善 二人登第 唐臣遂罷舉	晉江人 與蘇頌、呂濬交善 二人登第 唐臣遂罷舉
48396	游彬	友	11146	葉棠		工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿	工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿
48396	游彬	友	11391	王邁		工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿	工詞賦 有聲於時 葉棠、王邁皆與為友 端平二年特奏名 官真陽主簿
48404	游中孚	友	15296	鄭俠		質直而好義 與人言無不踐 而友於鄭俠	質直而好義 與人言無不踐 而友於鄭俠
48572	黃京	友	27773	高登		龍溪人 初在郡學 與高登友善 紹興二年同擢第 調連州戶曹	龍溪人 初在郡學 與高登友善 紹興二年同擢第 調連州戶曹
48703	黃力敘	友	29583	陳世崇		號梅堂 江西人 與陳世崇友善 有贈陳世崇歸江西詩	號梅堂 江西人 與陳世崇友善 有贈陳世崇歸江西詩
48752	黃仲本	友	3257	朱熹		邵武人 官至州守 與朱熹為友 以復名齋 請朱熹為之記	邵武人 官至州守 與朱熹為友 以復名齋 請朱熹為之記
48797	黃斌老	友	7111	黃庭堅		登科 任戎州倅 黃庭堅貶戎州 與定交 善畫竹	登科 任戎州倅 黃庭堅貶戎州 與定交 善畫竹
48849	黃鵬飛	友	29583	陳世崇		莆田人 宋末時 與陳世崇友善	莆田人 宋末時 與陳世崇友善
48975	彭逢達	友	35269	王炎午		字元觀 王炎午之友 授徒其里 嘗悵惘如有所失	字元觀 王炎午之友 授徒其里 嘗悵惘如有所失
48990	單煒	友	29608	姜夔		字炳文 好古博雅 與姜夔為友 善畫 喜寫竹	字炳文 好古博雅 與姜夔為友 善畫 喜寫竹
49047	傅修	友	11134	黃榦	0		篤字傅公墓誌銘 / 勉齋集
49048	傅寅	友	18029	孫礿		29.312-13黃溍著<杏溪祠堂記>	29.312-13黃溍著<杏溪祠堂記>
49048	傅寅	友	20697	馬之純		黃溍著<杏溪祠堂記>	黃溍著<杏溪祠堂記>
49086	傅夢泉	友	11087	林希逸		與林希逸為友 有靜觀小稿	與林希逸為友 有靜觀小稿
49172	程伯榮	友	3257	朱熹		字良弼 古田人 與同邑蘇龜齡、沈有開、傅子淵皆友於朱熹	字良弼 古田人 與同邑蘇龜齡、沈有開、傅子淵皆友於朱熹
49234	塗勉仲	友	10830	李石		剛介有守 教授鄉里 與李石交最善 石為成都學官 勉仲歲遣兩子往從之	剛介有守 教授鄉里 與李石交最善 石為成都學官 勉仲歲遣兩子往從之
49342	楊朴	友	46755	張荷		壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀	壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀
49393	楊崈	友	7111	黃庭堅		字景山 四川青神人 元符三年酌黃庭堅于中岩之東堂山 大觀中為仙居令	字景山 四川青神人 元符三年酌黃庭堅于中岩之東堂山 大觀中為仙居令
49741	董隱子	友	20421	劉格		言皆玩人 然狂而不悖 與高安劉格為友	言皆玩人 然狂而不悖 與高安劉格為友
49997	廖邃明	友	7128	陳瓘		少不羈 尚氣諠 陳瓘南遷過全 無敢近者 邃明獨問勞如故	少不羈 尚氣諠 陳瓘南遷過全 無敢近者 邃明獨問勞如故
50020	翟逢亨	友	3767	蘇軾		事母至孝 居白鶴峰東 蘇軾謫惠時 嘗與往還	事母至孝 居白鶴峰東 蘇軾謫惠時 嘗與往還
50104	趙悰	友	3257	朱熹		字彥忠 晉江人 與朱熹善 為福建運管 寬鹽法之病民者	字彥忠 晉江人 與朱熹善 為福建運管 寬鹽法之病民者
50207	趙贊	友	8087	劉昌言		太宗以為忠 累遷右諫議大夫、同知樞密院事 因與凶人趙贊素善 贊誅 心不自安	太宗以為忠 累遷右諫議大夫、同知樞密院事 因與凶人趙贊素善 贊誅 心不自安
50825	趙若恢	友	20059	方鳳		稱疾得免 年八十餘卒 與方鳳、謝翱等 稱為宋之遺民	稱疾得免 年八十餘卒 與方鳳、謝翱等 稱為宋之遺民
51043	趙樗年	友	10830	李石		其說破凡例傳注 以尊聖人之經 與李石為文字友 家藏千卷書 自丹鉛鉤提	其說破凡例傳注 以尊聖人之經 與李石為文字友 家藏千卷書 自丹鉛鉤提
51148	潘谷	友	7111	黃庭堅		或不持錢求墨 不計多少與之 黃庭堅嘗以錦囊貯其墨半丸 後飲酒三日 發狂浪走赴井死	或不持錢求墨 不計多少與之 黃庭堅嘗以錦囊貯其墨半丸 後飲酒三日 發狂浪走赴井死
51164	潘祺	友	14765	陳東		後果愈 游太學 與陳東為友 東欲陳時政 祺曰：奈親老不能與子俱	後果愈 游太學 與陳東為友 東欲陳時政 祺曰：奈親老不能與子俱
51193	潘思孟	友	10547	陳貽範		字幾道 臨海人 治平間與陳貽範為友 以道義自高 鄉人多師之	字幾道 臨海人 治平間與陳貽範為友 以道義自高 鄉人多師之
51316	鄭大惠	友	40774	杜範		黃巖人 能詩文 與杜範相友善 所著有飯牛集	黃巖人 能詩文 與杜範相友善 所著有飯牛集
51400	鄭夢協	友	4001	魏了翁		玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章	玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章
51400	鄭夢協	友	10258	真德秀		玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章	玉山人 師事趙蕃 與魏了翁、真德秀厚 講道最篤 劉宰尤稱其文章
51418	樊世顯	友	1156	林之奇		懷安桐谿人 師事呂本中 友林之奇 嘗構堂象孔老瞿曇氏而祝之	懷安桐谿人 師事呂本中 友林之奇 嘗構堂象孔老瞿曇氏而祝之
51443	鄧林	友	3257	朱熹		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
51443	鄧林	友	7055	呂祖謙		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
51443	鄧林	友	7197	周必大		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
51443	鄧林	友	10585	陳傅良		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
51443	鄧林	友	18684	戴溪		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
